,relevance,words,abstract
10,2,learn mobil use studi,"effort find best suitabl applic mobil learning, sever research work undertaken till date. review relat paper unveil mobil devic act better support media teach learn scenario. present worker develop context specif learn modul i.e. person learn content use ontolog base web servic architectur experimant explor done target audienc justifi usabl content real time environment. ensur develop content accept usable, usabl aspect care embed analysis, design develop contents. paper, step fulfil usabl aspect prepar content described, architectur dissemin system design result studi presented."
11,2,learn mobil use studi,"studi explor studentsâ?? accept mobil learn via short messag servic (sms-learning) amongst distanc learner univers sain malaysia. studi aim examin studentâ?? accept toward languag use sms-learn content, cost communic also navig system. studi employ qualit methodolog data collect questionnair administ 105 distanc educ student bachelor management, bachelor science, bachelor social scienc bachelor art. survey respons tabul 5-point likert scale analyz use rasch measur model. result indic simpl languag use sms-learn accept respondents. use languag precisely, lead high usabl sms-learn allow academ assist study."
12,2,learn mobil use studi,"common major young people? mobil phone.in epoch rapid develop inform technolog time came peopl mobiles, especi among young peopl high schools. research made school say percentag (rate) realli high 99,23% moment. educ institut use opportunity. aim improv success student mobil servic developed, describ work. first result provid cognit tool support independ learn appli mobil phone wireless communic technolog extend learn outsid classroom serbia.th servic develop time didnâ??t know anyth much way m-learn use world."
13,2,learn mobil use studi,"studi carri order investig whether mobil learn use short messag servic (sms) method learn adopt student enrol school distanc education, univers sain malaysia. adult learner vocation, time isol bane self-study. sinc student mobil devic receiv sms, educ messag sent direct devices. experiment studi explor impact learnerâ?? characteristic, learn design learn environ adoptability. studi utilis two model data analysis, statist packag social scienc (spss) version 12.0 rasch model analysi measurement. analysi conduct sampl 105 student base gender, age, ethnicity, programm studi mobil devic ownership. student four differ cours bachelor science, bachelor arts, bachelor social scienc bachelor management. questionnaire-answ session administ respect cours manag tutori session annual residenti intens cours main campus univers sain malaysia. result indic mobil learn help pace studies. use mobil learning, learner easili get inform need anytim anywhere. learner would also like take anoth mobil learn assist cours cours relev learn needs. furthermore, sms educ content receiv hand phone easili remembered."
14,2,learn mobil use studi,"abstract - success implement qualiti comput assist mobil learn distanc educ technolog enhanc learn manag system high reli academ leadership manag applic inform communic technolog (ict) tertiari level. effect leadership, knowledge, applic manag ict learn manag system utmost important. success applic manag includ qualiti cost effect univers administration, caml distanc educ leadership development, organiz culture, academ staff studentsâ?? attitud commit toward teach learn process, support toward usag state art techno-educ facilities, avail ict resources, mainten fund learn manag system. paper discuss factors, present comprehens framework implement qualiti caml distanc educ environ ict applic manag malaysian public universities. select fifty-two respond two malaysian public univers offer e learn distanc educ learn manag system acquired. survey questionnair use determin effect ict mobil learn applic management. data questionnair analyz use non-parametr parametr statist testing. result studi show signific differ caml distanc educ leadership telm applic ict manag malaysian public universities. studi also address implement element necessari transform public univers caml distanc educ teach learn process effect result orient comput assist mobil learn manag model public universities."
15,2,learn mobil use studi,"use mobil technolog educ impact learner motivation, collaboration, inform sharing, mobil interact provid opportun learners, teacher university. paper investig use mobil learn technolog higher education, propos blend mobil learn model, abil serv emerg learn process delivery, provid well balanc learn environ meet current learnersâ?? needs."
16,2,learn mobil use studi,"research produc mobil languag learn game design within technic context. conceptu analysi subject matter i.e. computerâ?? motherboard, game designed. action within game consist theme. story, simplifi exagger real life. element control, feedback sens danger incorpor game. produc engag learn experience, vocabulari learn incidentally. deliber vocabulari learn game also ad packag help student solv common errors."
17,1,learn mobil use studi,"rapid develop scienc technolog 21st centuri demand student (both school university) hold suffici skills, includ critic think problem solving, compet globally. educ system respons promot skill teach learn experiences, includ teach materi learn media appli class. paper highlight develop mobil apps-bas digit comic media social learn integr person onlin learning. step develop media appli gay procedure. digit comic media present interact scienc knowledg platform form digit comic media enrich augment realiti technology. media test 20 student emerg covid-19 pandem show good acceptance. impli digit comic media valu use appli onlin learning.,"
18,1,learn mobil use studi,"develop inform communic technolog affect learn method media used. augment realiti technolog allow student experi learn object seen person. purpos studi see student learn use metavers app, mobil augment realiti softwar scienc courses. popul group consist 92 student sever school cluster i, depok subdistrict. sampl taken use slovin formula obtain 75 sampl grade 5 students. studi employ experiment research techniqu singl group pre- post-test. t-test use analys collect data. accord findings, use metavers applic favour impact student learn outcomes. student use metavers app see better learn outcomes. student also interest learn easili understand discov learned. addition, student find fun learn use metavers app, mobil augment reality."
19,1,learn mobil use studi,"research aim improv innov hi world integr ar, test level attract hi world, test level hi world appropri covid-19 patients. research method r&d involv expert covid-19 digit media. result research are: innov hi world improv good level appropri score 90%; level attract book good score 95%, hi world design choic suitabl requir covid-19 patient need"
20,1,learn mobil use studi,"school sourc knowledg need facilit 3d geometr think process involv seri cognit action. therefore, research investig potenti integr augment realiti (ar) 6e instruct 3d geometr model (6e i3dgm). exploratori research carri teacher 28 junior high school student indramayu district, indonesia. data collect observ interview examined, selected, extracted, code base criteria determined. data collect interpret concluded, descript analyz use content analysis. result show learn integr ar 6e i3dgm abil rais 3d geometr think process dimens representation, spatial structuring, measurement. use ar characterist help student represent, construct nets, visual structur 3d shapes, assist measur surfac area volum 3d geometry. moreover, also facilit student construct knowledg seri 3d geometr think activities. therefore, use learn integr ar 6e i3dgm potenti altern learn 3d geometri covid-19 pandemic.,"
21,1,learn mobil use studi,"region chines first language, children backward chines charact abil like give read subject content long texts, affect learn long term. studi appli augment realiti (ar) develop remedi teach model chines radic recognit assess effect underachiev student elementari school. base sever chines charact easi children confus radicals, ar app android develop instal tablet computers. remedi teach model involv student use ar app scan radic card trigger anim introduc evolut radicals. student practic chines charact write tablet comput screen. multipl stimulus ar, teacher lead student collabor complet worksheets. assess student learn outcomes, quasi-experiment approach administr 8 second grade student backward chines literacy, qualit quantit data collected. result show remedi teach model improv disadvantag student recognit accuraci chines charact flip motiv toward chines charact learning. remedi teach program, use ar effect get student attent impress chines radicals. finally, implic chines charact teach practic discuss"
22,1,learn mobil use studi,"constant increas comput power mobil devic (tablets, smartphones), new prospect open application, particular, trade, industry, medicine, education, etc. field education, mobil devic high potential, which, proper integrated, form new effect learn model. articl devot develop mobil applic multilingu (kazakh, russian, english) educ platform distanc learn physic higher secondari educ institut use augment realiti technology.,"
23,1,learn mobil use studi,"due covid-19 pandemic, world popul undergon differ chang impact use internet stand daili aspect education, commerce, health, among others; made us high depend usage. regard, term internet thing (iot) increas recogn contribut improv peopl life quality, object integr connect internet. document aim introduc altern iot-bas home autom make use nodemcu, sinric pro, smart voic assist googl home alexa. propos effici term easi implement reduc electr consumpt around 30%. document research help famili improv energi effici daili product iot."
24,1,learn mobil use studi,"rise incurs emb link sensor caus construct internet thing (iot). present wide access physic world. support head data, web thing (wot) required. framework permit achiev program relat sensor iot. paper present conceptu model describ web thing search engin (wotse).our wots base artifici multi agent system modular architecture, address key challeng scalabl search rapid chang content leverag exist web infrastructure. also, model search wot, name wotmas2e, propos experiment evalu use prototype."
25,1,learn mobil use studi,"studi aim explor factor influenc pre-servic teacher decis use internet thing (iot) classroom set digit system enhanc teach learning. achiev aim, technolog accept model (tam) use investig effect use iot e-learn environ pre-servic teacher perceiv usefulness, perceiv eas use, attitud toward use iot, influenc attitud student behavior. forty-seven final-year pre-servic teach student select particip purpos sampling. quantit approach via regress analysi conduct analyz collect data. result show tam-rel factor perceiv use perceiv eas use signific contribut pre-servic teacher intent use iot classrooms. however, intent use iot influenc attitud toward it. implic recommend futur work suggest result study."
26,1,learn mobil use studi,"iot grow new approach defin global network devic machin capabl reliabl communic without human intervention. one essenti technolog field, medicin attract great attent future. appli sever area achiev success. however, power addit connect object technolog base fact object establish sever tasks: communicate, analyze, process manag data parallel manner, difficult term energi consumption. therefore, problem relat consumpt slow consider evolut fast deploy high technology.therefore, necessari creat new lightweight robust mechanism, ensur minim consumpt object make object effici less cost adapt capac object technologies.that paper aim address signific problem present role energi consumption, essenti deploy success iot product servic present iot categori applications. first, propos method minim energi consumpt meet need three essenti steps: firstly, studi exist method minim energi consumption. next, base methods, creat new concept use data flows. finally, implement solut intellig park lot carri approach describ design step conclud result studi make interpret summar work.,"
27,1,learn mobil use studi,"inform secur foremost concern iot (internet things) devic applications. sinc advent iot, applic devic experienc exponenti increas numer applic utilized. nowaday peopl becom smart start use smart devic like smartwatch, smart tv, smart home appliances. devic part iot devices. iot devic differ wide capac storage, size, comput power, suppli energy. rapid increas iot devic differ iot fields, inform security, privaci address well. iot devic constraint comput oper capabl threat secur privacy, also prone cyber-attacks. studi present cia triad-bas inform secur implement four-lay architectur iot devices. overview layer-wis threat iot devic final suggest cia triad-bas secur techniqu secur iot devices."
28,1,learn mobil use studi,"corona-virus diseas (covid)-19 pandem caus extrem disrupt deliveri instruct mani educ institut world. however, circumst may challeng also opportun foster learn explor various technolog developed, specif cours character strong skills-bas orient physic educ (pe). therefore, aim set studi develop mobil applic movement compet train (mct) ground user-cent design model. descript mixed-method research start preliminari need assess analysi particip 121 filipino student enrol mct cours 10 pe teachers. result reveal skill requir higher degre profici non-locomotor skills, locomotor, mobil skills. also, major respond mobil phone user justifi adopt mobil instruct develop applic mct. moreover, indic research prefer intend user term design interfac led develop mobil applic specifi requir base user needs. initi assess develop applic indic high accept level function suitability, usability, portabl student-respondents. field test applic may recommend determin effect master skill mct independently.,"
29,1,learn mobil use studi,"studi investig relationship overal scientif perform pre-test post-test impact applic ""microb"" scientif performance. theme ""microorgan effects"". sampl group consist 30. year 5 pupil primari school johor bahru. select quantit studi purpos sampling. investigation, pre-test post-test use collect research data. result show base four scienc constructs, year 5 pupil accept “microb” mobil applic high. accord survey results, although relationship two overal perform test impact found research, found “microb” mobil applic posit impact scientif perform year 5 pupils, base construct scientif process skills, understanding, applic knowledge. result research make import contribut field educ provid new option choos ""microb"" mobil applic educ tool strengthen scienc education. general, ""microb"" mobil applic technolog good educ tool scientif learning, educ must organ lesson plan well deviat focus learn"
30,1,learn mobil use studi,"project 200,000 muslim tourist visit japan due expect tokyo olymp 2020. previous studi show level understand muslim need halal term still low among japanes people. techniqu approach gamif need japanes peopl fulfil requirement. gamif integr game think game element proven help learn new knowledge. object studi discuss develop applic mjhg smartphone-bas android system. mjhg design base well known visual novel concept combin multimedia element includ audio, animation, graphics, imag make attract alive. element blend gamif element quiz, rewards, badges, feedback make gamifi applications. base capabl mjhg, it, therefore, help potenti user japanes peopl also non-muslim increas level understand awar toward halal terms.,"
31,1,learn mobil use studi,paper demonstr remot control thermo-opt plant via android base mobil application. user run experi open close loop. plant control realiz via predefin pid control whose paramet changed. anoth possibl use custom control wherebi control algorithm defin use syntax scilab environ run background whole experiment.
32,1,learn mobil use studi,"one abil student must possess creativ think abil (cta) order succeed lives. learn must facilit student develop cta; one develop mobil applic base realist mathemat educ (rme). purpos studi determin level validity/feasibility, practicality, effect mobil applic base rme. mobil applic develop use addi model develop procedure. subject studi grade 4 elementari school students. valid data collect techniqu valid sheets, practic data cta tests. result studi show develop mobil applic integr realist mathemat meet valid/prop requir base expert practition assess practic easi appli mathemat learn effect improv student creativ think ability."
33,1,learn mobil use studi,"investig develop assess mobil applic develop differenti (individualized) learn support lecture-bas general educ subjects. mobil phone applic develop learn aid substanti number student experienc difficulti success complet courses. research develop mobil phone applic contain upload cours content course. use creat summari lectur content course, form infograph link pdf file soft copi lectur materials. research develop exercis student could complet later contribut self-creat content base understanding, skills, interests. use mobil application, 100% student success complet courses. moreover, level satisfact educ among student high averag 4.75. standard deviat 0.43 indic that, concern contemporari education, activ learn atmosphere, effect learn achiev due develop learn innov use electron devices, give opportun student use creativ problem solving, base preferences, whilst demonstr understand lesson content."
34,0,learn mobil use studi,"cloud secur vulner recent becom preval around world, pose threat cloud servic provid (csps) abil respond client demands. cloud market, request announc client node csp. malici node alter client request, result next cloud market collapse, decreas reliability, data leaking.to identifi malici node cloud market, novel fuzzi multipl criterion decis make scheme suggested. authent test, trust level, traffic size, node activ level taken consider simultan major criteria identifi malici nodes. node, csp use fuzzi integr generat composit valu base criteria. malici node remov cloud market use composit value. simul result demonstr potenti propos method prevent node cloud market run malwar softwar use degrad qualiti servic exhaust resourc cloud market.,"
35,0,learn mobil use studi,"mani aspect healthy, science, educational, functional, social life, social media network today part human lifestyle. social media impact human life introduc signific chang way peopl way communication. peopl exchang lot inform across social media networks, start share inform growth inform share moment, advanc technolog user creat overt network reflect current new social connections. user also upload post plethora person details. maintain privaci secur user main challeng social media. user feel import preserv privaci data valuabl inform bank detail confidenti data kept away social media. user also post person inform other without permission. problem exacerb user lack familiar knowledge, well lack appropri resourc architectur social media networks. paper provid studi mani privaci secur challeng encount social media network privaci threat pose, well current studi possibl solutions."
36,0,learn mobil use studi,"recently, adopt smart home technolog rise becom trend home residents. develop internet-of-th (iot) technolog drive smart home authent system biometr system facial recognition, fingerprint, voic control techniques. context homeowners, secur alway primari concern. however, convent home secur exist smart home secur system limitations. techniqu use single-factor authentication, provid limit protect home security. therefore, project propos design smart home multi-factor authent use facial recognit one-tim password sent smartphon home secur system. rapid applic develop methodolog conduct study. usabl evalu suggest propos smart home multi-factor authent acceptable, usabl issu improv future. ,"
37,0,learn mobil use studi,"nowadays, technolog import role life, includ smart devices, social media due import secur web interact becom target cybercriminal. grow threat cybersecur prompt kingdom pay attent nation cybersecur strategi state embark vision 2030 plan, aim diversifi economi creat new jobs. therefore, web applic alway secur threats, consid big problem. sever step introduc success analysi vulner web applications. effici easi use tool secur assess applications. pave way hacker easili attack. paper, recommend effici method assess vulner use python, use conduct vulner assess web applications. work use organ programm keep inform applic secur viabl usag sensit environments."
38,0,learn mobil use studi,"long term evolut (lte) (univers mobil telecommun system) one modern step seri mobil telecommun systems. appear strong technolog meet requir fourth-gener (4g) mobil network support authent encrypt mechan user equip (ue) messag manag entiti (mme). paper provid overview three import algorithm consid heart lte cryptograph algorithm (snow3g, aes, zuc) comparison cipher key length initi vector length generat keystream depend structur use algorithm algorithm time complex space complex differ secur algorithm.,"
39,0,learn mobil use studi,"sms spam messag repres one serious threat current tradit networks. messag particular preval oversea harm various type devices. current filter scheme employ convent system unabl expos larg number messages. resolv issue, new intellig secur system propos reduc number spam messages. detect novel spam messag direct negat impact networks. propos system heavili base machin learn explor various type messages. primari achiev studi increas accuraci ratio well reduct number fals alarms. accord experiment results, clear system realiz outstand results, detect massiv number massages.,"
40,0,learn mobil use studi,"mani resourc media learn onlin learn teacher made mani media made problem subject material. problem made onlin learn big databas mani materi made useless materi purpose. big problem overload databas onlin learn can't access everyone. research fix problem develop algorithm artifici intellig classif materi onlin learn subject purpos teacher use alreadi media. algorithm text mine share nearest neighbour (ssn) embed mobil applic display classif locat search media databas onlin learning. test research appli 142 media 130 data train 12 data test result test 94,7% accuraci algorithm averag valid 73,33%.,"
41,0,learn mobil use studi,"select proper studi path higher educ difficult task mani students. either lack knowledg studi path offer unsur interest various options. current educ setup enabl us collect valid reliabl data student success learn behaviour. studi explor solv problem path select propos possibl studi path help machin learn algorithms. learn analyt (la) educ data mine (edm) technolog aid analysi educ data. quantit study, appli questionnair collect data student busi inform technolog depart (bite) haaga-helia univers appli science. manag collect 101 sampl student 2017–2018. use various machin learn algorithm predict model assess best approach studi path selection. appli three perform score accuracy, cohen kappa, roc curv measur accuraci algorithm results. knime analyt select proper tool pre-process, prepare, analyse, model data. result indic random forest (94% accuracy) decis tree (93% accuracy) best classif model student studi path selection. contribut studi educ data mine research assess comparison various algorithms. furthermore, novel approach predict student studi path selection, educ institut develop assist student studi path selection."
42,0,learn mobil use studi,"consid applic secur import aspect, especi nowaday increas technolog number fraudsters. note determin secur applic difficult task, especi sinc fraudster becom skill profession manipul peopl steal sensit data. therefore, pay attent spot insecur app analyz user feedback googl play platform use sentiment analysis. known, user review reflect experi experi addit feel satisfact application. unfortunately, review real, fake review reflect sincer feelings, keen work filter review deliv accur correct results. tool use user want instal android app develop interest app optimization."
43,0,learn mobil use studi,"learn manag system (lms) core system contribut support e-learning, manag content, provid learn tools, facilit communic student teachers. project aim measur impact blackboard-bas e-learn use. measur effect blackboard use male student compar male femal student degre onlin learn (onlin class preparation) tradit (face-to-face) learn qassim university, use statist method data mine algorithms. also develop support tool help teacher manag import task (student attendance, interaction, grade ... etc.). tool take student inform push automat notif concern peopl via sms."
44,0,learn mobil use studi,"purpos research identifi risk drop tertiari student application. compon research goal aim (1) develop student achiev predict model (2) construct prototyp applic predict tertiari student drop out. research tool consist three parts, (1) tool develop predict prototyp use tool call crisp-dm process decis tree classification, featur select methods, confus matrix performance, cross-valid methods, accuracy, precis recal measurements, (2) tool applic develop use sdlc v-method, (3) tool assess applic satisfact use questionnair statist analysis. data sampl collect 401 student enrol busi comput program school inform communic technology, univers phayao academ year 2012-2016. result show predict model high percentag accuraci (82.29%). prototyp test result data gather high score level (84.04%; correct 337 401 train examples). overview under applic utmost integr research plan put applic test first semest academ year 2021 school inform technolog communication, univers phayao. futur research, research plan creat mobil applic mentor univers phayao monitor learner android io systems."
45,0,learn mobil use studi,"assess quality-of-experi (qoe) correspond given set quality-of-servic (qos) paramet high import mobil network operator. method subject qoe assess multi stimulus test hidden refer anchor (mushra) subject assess methodolog video qualiti (samviq) base collect user feedback one sever stimuli, i.e. differ process version source. generat stimuli correspond given set qos paramet qoe assess mobil applic time-consuming, non-trivi task. therefore, paper propos novel public avail open-sourc framework stimuli generat qoe assess mobil applications. base combin network emul automat user-interfac control real mobil device, whose behavior record post-process generat suitabl stimuli. articl present basic concept framework, describ open-sourc implementation, conclud initi evalu framework base typic type mobil applications.,"
46,0,learn mobil use studi,"user experi (ux) evalu signific import interact application. mobil devic applic addit limit convey good user experi (ux) due usag featur mobil devic ubiquit comput contexts. lot autom tool avail evaluating, applic particular develop android ios. autom ux evalu provid number strength abl overcom limit non-autom (moderated) counterparts. autom ux evalu regard unexplor field, especi adopt ux evalu complex mobil application. despit these, autom ux evalu tool unexplor use coupl tradit ux evalu techniques. hence, studi aim discuss literatur autom ux evalu highlight ux measur merit investigation. paper present frequent use autom ux evalu tool mobil applications. therefore, studi analyz exist autom ux tool framework identifi ux attribut measur autom ux evalu like use futur research. moreover, discuss strength limit autom ux evalu method mobil applications. finally, paper provid overview autom ux evalu techniqu tools. also present strength limit compar various evalu methods."
47,0,learn mobil use studi,"manag mainten cost data one issu due difficulti identifi accur cost mainten repair specif components. account system use major build managers. introduct build inform model (bim) tool facilit inform knowledg share digit represent physic function characterist facil seen wide applic construct industry, span entir life cycl facility, i.e., planning, design, pre-construction, construct post-construction. post-construct stage, bim use transfer data build (spaces, system components) mainten manag operations, keep track build assets, enabl schedul mainten provid inform build mainten history. however, current bim rather complex requir huge amount data develop, make system difficult adopt exist buildings. studi therefor aim investig implement bim oper mainten manag (o&m) malaysia identifi inform priorit enabl bim mobil applic o&m phase. studi make use qualit method data collect analysis. three (3) round expert discuss use delphi techniqu carri 10 15 select respond (expert o&m bim). framework valid case studi via on-sit data collection, use site measurement, build model use appropri softwar i.e., revit autocad. expert agre technolog could improv effici servic deliveri interest implement bim o&m practices. simplifi bim o&m consist critic inform includ location, dimens asset information, asset capacity, specification, manufacturer, statutory, condit cost developed. o&m element items, inform vari modifi accord needs. inform systemat organ data matrix. simplifi bim model develop demonstr inform stored, shared, utilised. major stakehold agre simplifi bim system useful, flexible, least complex, effect manag monitor mainten oper building."
48,0,learn mobil use studi,"zakat mandatori practic islam. purpos zakat help society, share endless boon allah assist unfortun peopl better qualiti life. concept zakat purifi muslim wealth soul. calcul zakat base total save muslim one lunar (islamic) year. even though, pay zakat compulsori muslim however, knowledg zakat calcul zakat still insuffici explor muslim themselves. base initi studi carri out, muslim still blur confus understand concept zakat calcul zakat. therefore, izakat kedah mobil applic develop provid understand zakat incom calcul zakat. thus, paper focus develop izakat kedah mobil applic carri compar analysi studi evalu propos applic expert review method. find studi indic expert agre izakat kedah mobil applic provid use knowledg term zakat inform zakat calcul public particular muslims."
49,0,learn mobil use studi,"paper present mobil applic via bluetooth wireless technolog (mavbt) enhanc student portal univers connect student mobil phone devic server applic benefit devic bluetooth technolog storag abilities. mavbt enabl student retriev inform minimum time anywher rang 100m 1km facilit communic instructor outsid offic hours. system consist comput applic (server application) instal bluetooth enabl computer, mobil applic (client application) instal studentsâ?? mobil phone devices, websit enabl instructor edit materi enabl demonstr get import reports. experiment result show propos system faster, effortless, cheaper."
