,relevance,words,abstract
25,2,learn mobil use student studi educ technolog design cours,introductionmobil learn refer use mobil handheld devic person digit assist pdas mobil telephon laptop tablet pc technolog teach learn new form learn use mobil network tool expand digit learn channel gain educ inform educ resourc educ servic anytim anywher learn languag requir explicit learn vocabulari languag rule support mobil learn initi survey project show foreign consid tigrigna languag barrier involv differ local activ tigray tigrigna speaker one develop tigrigna languag tool object develop mobil base tigrigna languag learn toolmethod project develop mobil base tigrigna languag learn tool support tigrigna languag speak listen write foreign tigrigna environ main emphasi teach beginn basic alphabet word common convers might come across achiev goal main effort project base three aspect design deliv tigrigna alphabet word convers lesson integr audio pictur word alphabet common convers give exercis lesson allow user keep track hisher profil tool contain three modul like tutori manag modul exercis modul user profil modul modul contain differ compon function also includ scenariobas fulfil activ associ learner encourag user speak listen write tigrigna mission task project tool may increas learner motiv continu tigrigna learn besid mobil devic provid opportun learn tigrigna outsid classroom interact direct genuin live environmentresultsthi project view institut tigrigina languag litratur addiss ababa univers interest tool deploy actual devic work exact expect differ beginn tigrigna learner use toolconclusioni believ tigirigina mobil learn person learn environ learn experi outsid classroom learn record organ time take advantag benefit inform motiv forc use pc object access materi knowledg
26,2,learn mobil use student studi educ technolog design cours,english import second languag nonenglish speak countri includ malaysia good english profici come good grasp grammar conquer problem low english profici among malaysian import identifi key motiv could facilit process grammar learn digit age technolog play import role mobil technolog could one thus studi aim design mobil learn tool name intellig mobil learn tool grammar learn imol act “onthego” grammar learn support via mobil phone imol help reinforc grammar learn mobil phone gamelik applic inquirybas activ flashcardlik inform intellig part imol lie abil map mobilebas grammar learn content individu prefer learn style base feldersilverman learn style model fslsm instruct system design addi model use studi systemat approach design novel comprehens mobil learn tool grammar learn term implic studi provid insight mobil technolog util meet mobil demand among languag learner today
27,2,learn mobil use student studi educ technolog design cours,mlearn form learn similar differ electron learn elearn main base use mobil wireless technolog allow learner easili access learn materi anytim desir anywher whether campus campus therefor creat new flexibl learn environ context differ learn set student percept technolog one import factor success adopt mlearn higher educ environ studi conduct investig percept student univers malaysia terengganu umt move toward appli mlearn studi use mobil devic explor expect mobil learn servic total number 91 undergradu student major comput scienc particip studi find show student posit percept toward mobil learn would like use mobil devic learn administr servic
28,2,learn mobil use student studi educ technolog design cours,purpos studi investig faculti member attitud toward mobil learn king saud univers sampl studi consist 362 faculti member king saud univers saudi arabia academ year 20122013 questionnair consist 37 item develop measur attitud result show attitud faculti member toward mobil learn posit statist signific differ attribut gender favor femal faculti member academ rank favor instructor academ experi favor 21 year experi
29,2,learn mobil use student studi educ technolog design cours,smart mobil devic smd mani year use learn tool start emerg new research area trend merg collabor learn methodolog use mobil devic inform context import implement learner centric learn lcl survey numer studi show 95 student colleg user smart mobil devic develop world develop counti also catch see percentag almost univers level countri student use smds learn form higher educ institut also tri embark elearn mobil learn ml aim paper propos oper framework design mobil collabor inform learn activ use smds show result experiment case studi done studi mobil collabor inform learn use activ theori core compon framework mobil learn activitiesobject wirelessmobil smart devic collabor knowledg collabor learn research mention infanc stage
30,2,learn mobil use student studi educ technolog design cours,rapid growth wireless communic technolog number mobil applic develop one approach mobil learn area sinc uniqu way offer learn opportun anywher anytim mobil collabor learn mcl small group learn applic base mobil devic mcl new excit research area student earn knowledg topic concept via communic other mobil devic paper introduc describ theoret technic foundat design develop effect mcl environ also paper describ new approach build mcl applic toward mobil technolog prototyp construct use android oper system suggest necessari infrastructur middlewar final paper includ result usabl test find valuabl hidden facilit issu effici access obtain class content collabor learn environ
31,2,learn mobil use student studi educ technolog design cours,access qualiti educ huge challeng thailand everincreas inequ rural urban popul exist teach learn facil longer adequ mobil learn suggest sustain appropri deliveri mechan reduc ruralurban educ gap student suppli mobil devic cost learner famili opportun offer mobil learn auto mechan educ thailand explor data 384 auto mechan student collect descript multipl regress analys perform base unifi theori accept use technolog 2 utaut2 model result show perform expect effort expect social influenc facilit condit hedon motiv person innov posit relat behavior intent use mobil learn furthermor effort expect hedon motiv person innov signific predictor behavior intent use mobil learn auto mechan student thailand posit percept toward mobil learn effect student effort expect provid better explan adopt mobil learn auto mechan educ
32,2,learn mobil use student studi educ technolog design cours,mobil devic proven appropri tool expand horizon learn beyond classroom mean flexibl portabl throughout studi author work set design guidelin deriv literatur artifact develop consid design guidelin evalu among various user group better understand mlearn tool support english languag learn find evalu use improv design guidelin author also identifi effect mobil learn support medium learn primari medium learn among differ learner group anoth outcom studi
33,2,learn mobil use student studi educ technolog design cours,studi empir analyz survey conduct south korean undergradu student determin factor influenc decis adopt mobil learn consum typolog approach appli base mobil technolog readi identifi three distinct consum group critic adopt protechnolog ambival critic adopt largest three group indic signific portion univers student south korea might critic adopt mobil learn compat observ posit influenc intent use mobil learn consum group critic adopt ambival group mobil learn resist greatest effect intent use mobil learn protechnolog group mobil learn selfefficaci greatest effect intent result identifi signific differ across consum group anteced consequ intent use mobil learn
34,2,learn mobil use student studi educ technolog design cours,indonesia archipelago countri varieti local languag one balines mother tongu use balines peopl daili life certain ritual ceremoni universita pendidikan ganesha depart balines languag educ student given anggahungguh speak subject taught understand use balines languag base social strata process learn anggahungguh problem includ 1 media support learn anggahungguh vocabulari 2 motiv student learn anggahungguh use book low base upon analysi problem previous research studi aim 1 develop mobil dictionari support learn process angggah ungguh anywher anytim 2 measur level student motiv use mobil dictionari learn vocabulari anggah ungguh method use research softwar develop life cycl sdlc waterfal base model base result test done mobil dictionari declar success develop base user need research distribut 60 questionnair measur level student motiv use mobil dictionari learn anggah ungguh balines languag result student motiv measur show motiv student learn anggah ungguh balines languang use mobil dictionari posit categori
35,2,learn mobil use student studi educ technolog design cours,studi carri evalu effect mobil learn app base collabor learn authent environ known aks impact preschool student basic scientif process skill compet name observ classif communic addit studi also investig compet pattern student skill studi quantit studi use two set instrument look aks applic mark rubric student basic scientif process skill base quasiexperiment studi durat studi seven week six learn activ implement two rural preschool select base quota sampl select 25 student control treatment group analysi survey data carri form descript inferenti analysi involv mannwhitney u test mannwhitney u test analysi found signific differ compet pattern basic scientif process skill group meanwhil compet pattern basic scientif process skill indic posit increas among preschool student util aks applic learn activ base collabor learn strategi authent environ
36,2,learn mobil use student studi educ technolog design cours,sms util new opportun appli improv current educ practic process varieti field includ distanc educ studi indepth qualit inquiri distanc educ student percept experi mobil learn via sms set interview question use survey method gather primari data five student enrol school distanc educ univers sain malaysia find reveal sms learn general perceiv posit respond agre sms learn conveni use remind relev studi apart issu rais respond agre sms learn experi great help general satisfi system implic studi shed light potenti sms learn effect innov paradigm pedagogi particular distanc educ environ
37,2,learn mobil use student studi educ technolog design cours,metaanalysi two aim address main effect social constructivist mobil learn environ learner knowledg acquisit academ achiev b address potenti factor regard design principl instruct method success social constructivist mobil environ blend learn context select 24 articl meet inclus criteria empir studi implement mobil learn blend environ use social constructiv approach select studi ident term instruct strategi tool devic period student expertis level factor lead variat magnitud effect size review reveal posit effect mobil learn knowledg acquisit learner achiev attitud motiv despit high cognit load shown combin effect size last remark find relat retent student environ fulfil academ test rememb less acquir knowledg retent period
38,2,learn mobil use student studi educ technolog design cours,smart devic applic assist young children improv learn capabl comprehens skill howev learn applic built without take consider effect need background arab user somehow incompat local environ cultur propos paper mobilebas educ system display illustr automat character content children stori anim domain use intellig techniqu answer user question use educ ontolog generat illustr pass differ phase includ text process extract wordtoword relationship build access ontolog use internet search engin retriev complimentari inform system use also instructor teach children nonconvent manner custom semant structur question determin answer display order custom question answer defin semant infrastructur defin logic term workflow answer aim system improv children educ skill grasp vocabulari grammar use multimedia portabl smart devic includ observ comprehens realize deduct children abl continu learn outsid limit time school locat
39,2,learn mobil use student studi educ technolog design cours,teacher abil arrang learn environmet affect student interest learn well util mobil technolog purpos research develop mobil learn use cooper learn approach especi jigsaw techniqu method research develop research use addi analysi design develop implement evalu model applic valid expert technic aspect also student two differ grade ie grade vii grade viii physic subject applic accept respons result show technic applic accept good level mean mobil cooper learn applic use enhanc student learn interest
40,2,learn mobil use student studi educ technolog design cours,potenti mobil phone facilit student scienc learn engag group activ investig minim disciplinari issu emerg previous research mobil devic enhanc qualiti learn set mobil phone connect privat network use lesson plan implement mobil phone facilit web base applic purpos select group teacher develop three lesson integr mobil phone privat network learn activ lesson implement real classroom set paper base one lesson wave characterist implement grade 11 student data collect observ use audio video field note analyz use themat analysi techniqu help nvivo10 qualit data analysi softwar base themat analysi two assert deriv notabl teacher appreci support privat network enhanc qualiti group learn activ minim student misus mobil phone
41,2,learn mobil use student studi educ technolog design cours,face industri era 40 instruct paradigm requir involv technolog use technolog instruct sometim regard medium tool deliv inform technolog lectur student without consid learn process student technolog make learn outcom meaning meanwhil instruct media mobil learn applic android type mobil learn chang way student communic interact use mobil learn applic android adjust characterist student learn need industri era 40 studi result androidbas mobil learn applic product effect concept conceptu model mobil learn obtain industri era 40 learn colleg research method use develop research william w lee diana l owen result show mobil learn applic influenc student academ achiev conceptu model mobil learn obtain industri era 40 learn colleg studi conclud mobil learn applic encourag student fun learn activ place student main subject learn learn becom meaning
42,2,learn mobil use student studi educ technolog design cours,web 30 semant data give machin abil understand process data resourc descript framework rdf liagna franca semant web big data handl problemat store process massiv data still provid support rdf data paper present new big data semant web compris classic big data system semant layer proof concept approach use mobilelearn case studi architectur propos compos two main part knowledg server adapt model knowledg server allow trainer busi expert repres expertis use busi rule ontolog ensur heterogen knowledg mobil environ knowledg server make possibl take account constraint environ user constraint thank rdf exchang format adapt model base rdf graph correspond combinatori optim algorithm whose object propos learner relev combin learn object base contextu constraint solut guarante scalabl high data avail use principl replic result obtain system evalu experi larg number server show effici scalabl robust system amount data process larg
43,2,learn mobil use student studi educ technolog design cours,studi aim determin effect mobil learn base android learn vocabulari seventhgrad student smp batara gowa type research preexperiment research design use preexperiment design name one group pretest posttest design popul studi seventhgrad student smp batara gowa sampl class vii1 experiment class chosen use purpos sampl result data analysi show mean score posttest 7055 higher mean score pretest 3465 result ttest 30117 ttabl 2093 could indic null hypothesi h0 reject altern hypothesi h1 accept base effect criteria general use mobil learn base android effect learn vocabulari seventhgrad student smp batara gowa
44,2,learn mobil use student studi educ technolog design cours,widespread use internet technolog present time univers make invest mobil learn augment posit face extens competit also enhanc student learn experi effici nonetheless mobil learn platform go success student show accept adopt technolog literatur review indic studi carri show univers student accept employ mobil learn platform addit assert behavior model technolog accept equal appli differ cultur purpos studi develop extens technolog accept model tam includ four construct name content qualiti servic qualiti inform qualiti qualiti system propos make relev develop countri like unit arab emir uae onlin survey carri obtain data total 221 student uae took part survey structur equat model use determin test measur structur model data analysi carri show ten total 12 hypothes support show support applic extend tam uae outcom suggest mobil learn platform consid policymak educ develop technolog solut also new elearn platform especi distanc learn student
45,2,learn mobil use student studi educ technolog design cours,research indic mobil learn ml potenti transform teach learn despit benefit mobil learn adopt challeng process requir support facilit integr focus articl investig factor could affect ml accept quantit qualit data collect survey reveal addit inform regard pedagog benefit obstacl mobil learn integr even though particip studi report late adopt technolog maintain ml use learn specif ubiquit learn teacher also note mobil learn integr success align local cultur norm mobil learn tool might cultur appropri one context may alway accept anoth find studi provid sever implic recommend futur research mobil learn implement research could explor develop util rubric specif criteria evalu mobil learn applict
46,2,learn mobil use student studi educ technolog design cours,weld introductori core subject taught everi mechan engin program polytechn malaysia normal student learn theoret concept weld class follow instruct base train workshop howev student difficulti follow everyth taught class limit time weld danger beginn weld environ harm injuri health paper introduc mobil arc weld learn mawl app new approach learn arc weld incorpor mobil technolog enhanc augment realiti ar aim app enhanc content use arc weld learn materi use convent learn visual inform use text imag video 3d model mawl app cover topic relat safeti weld compon weld step weld student use app learn weld anytim anywher potenti use mawl app weld learn among polytechn student investig specif focus eas use learnabl satisfact use motiv engag result evalu indic user strong agre eas use learnabl satisfact use motiv agre engag prove mawl app potenti contribut student weld learn interact access inform satisfi
47,2,learn mobil use student studi educ technolog design cours,studi undertaken address need modern mode teach learn pedagogi take advantag prolifer electron gadget mobil devic sinc count comput peopl world boren 2014 research found learn new platform could adopt teacher student addit test differ variabl involv use mobil learn faculti student centro escolar univers ceu determin factor made implement technolog success failureto attain set object studi made use descript inferenti method data gather respond via stratifi random sampl specif employ frequenc mean standard deviat ttest analysi varianc multipl linear regress treatment data deriv survey questionnair complet triangul approach consist find observ interview also conductedsubsequ order determin adopt mobil learn modifi unifi theori accept use technolog utaut model employ model show relationship moder variabl age gender voluntari use experi independ variabl like perform expect effort expect social influenc facilit condit anxieti selfefficaci statist treatment appli anxieti selfefficaci effort expect perform expect facilit condit contribut success introduct technolog organ social influenc exclud reason user adopt
48,2,learn mobil use student studi educ technolog design cours,includ user design develop interact product crucial achiev high level usabl content manag system two categori user content creator content consum design system consid need user group design interact learn system special attent given process learn mean function access usabl interfac serv purpos knowledg acquisit design mobil learn bring addit challeng due small screen mobil devic paper describ process util usercentr design develop simpl content manag system learn call emast aim emast enabl teacher easili creat organ cours deliv student facilit webbas mobil learn accord usercentr design approach teacher student involv iter process design implement evalu emast evalu studi use complementari method provid quantit qualit feedback usabl score reach good level guidelin redesign system interfac drown accord obtain result propos framework confirm applic usercentr design content manag system general addit direct adjust framework specif case provid
49,2,learn mobil use student studi educ technolog design cours,use mobil devic languag learn mobil assist languag learn mall found motiv children read digit print howev parent need convinc benefit new technologyassist learn method within multilingu learn context case studi conduct propos mall framework educ parent creat share meaning learn environ develop children emerg multilingu literaci skill use mobil devic instal interact multilingu ebook paper report find specif parent attitud motiv toward read multilingu ebook children group 25 multiethn famili togeth 5yearold children particip studi mixedmethod explanatori research design obtain parent attitud motiv questionnair interview feedback form result show high level parent accept toward read ebook children parent attribut posit attitud motiv toward mall use multimedia multilingu mobil platform mall framework also found encourag parent adult scaffold children multilingu skill develop howev also setback toward use ebook parent express stronger prefer print book concern health issu associ children ebook use area improv futur research also made paper
50,1,learn mobil use student studi educ technolog design cours,rapid develop scienc technolog 21st centuri demand student school univers hold suffici skill includ critic think problem solv compet global educ system respons promot skill teach learn experi includ teach materi learn media appli class paper highlight develop mobil appsbas digit comic media social learn integr person onlin learn step develop media appli gay procedur digit comic media present interact scienc knowledg platform form digit comic media enrich augment realiti technolog media test 20 student emerg covid19 pandem show good accept impli digit comic media valu use appli onlin learn
51,1,learn mobil use student studi educ technolog design cours,develop inform communic technolog affect learn method media use augment realiti technolog allow student experi learn object seen person purpos studi see student learn use metavers app mobil augment realiti softwar scienc cours popul group consist 92 student sever school cluster depok subdistrict sampl taken use slovin formula obtain 75 sampl grade 5 student studi employ experiment research techniqu singl group pre posttest ttest use analys collect data accord find use metavers applic favour impact student learn outcom student use metavers app see better learn outcom student also interest learn easili understand discov learn addit student find fun learn use metavers app mobil augment realiti
52,1,learn mobil use student studi educ technolog design cours,research aim improv innov hi world integr ar test level attract hi world test level hi world appropri covid19 patient research method rd involv expert covid19 digit media result research innov hi world improv good level appropri score 90 level attract book good score 95 hi world design choic suitabl requir covid19 patient need
53,1,learn mobil use student studi educ technolog design cours,school sourc knowledg need facilit 3d geometr think process involv seri cognit action therefor research investig potenti integr augment realiti ar 6e instruct 3d geometr model 6e i3dgm exploratori research carri teacher 28 junior high school student indramayu district indonesia data collect observ interview examin select extract code base criteria determin data collect interpret conclud descript analyz use content analysi result show learn integr ar 6e i3dgm abil rais 3d geometr think process dimens represent spatial structur measur use ar characterist help student repres construct net visual structur 3d shape assist measur surfac area volum 3d geometri moreov also facilit student construct knowledg seri 3d geometr think activ therefor use learn integr ar 6e i3dgm potenti altern learn 3d geometri covid19 pandem
